LLD_Index,Arousal_Noisy,Valence_Noisy,Dominance_Noisy,Arousal_Enhanced,Valence_Enhanced,Dominance_Enhanced,Arousal_Delta,Valence_Delta,Dominance_Delta
38,0.0061412896029651,-0.0032590797636657,0.0011645723134279,0.0234740208834409,-0.0067076357081532,0.0001229974732268,0.0173327312804758,-0.0034485559444875,-0.0010415748402011
39,0.0320507250726223,-0.004437225870788,0.0063274931162595,0.0828857868909835,8.496191730955616e-05,0.0531165823340415,0.0508350618183612,0.004522187788097556,0.046789089217782
40,0.0817313566803932,0.0012498969445005,0.0282895844429731,0.0259773824363946,-0.0015345951542258,0.0433911345899105,-0.055753974243998604,-0.0027844920987263,0.015101550146937402
41,0.0492064580321311,-0.0062783150933682,0.0291832946240901,0.0391727983951568,-0.0065598301589488,0.0186804383993148,-0.0100336596369743,-0.0002815150655806004,-0.0105028562247753
42,-0.0137203633785247,0.0026756606530398,-0.0127854878082871,-0.0270441379398107,0.0095945466309785,-0.0071993009187281,-0.013323774561286,0.006918885977938699,0.005586186889559
43,0.0206666328012943,-0.0102898320183157,0.0053387773223221,0.0128495208919048,-0.0296717416495084,0.0416204631328582,-0.0078171119093895,-0.019381909631192698,0.0362816858105361
44,0.0362420231103897,-0.0206733308732509,0.0640529841184616,0.0303205288946628,-0.0193586461246013,0.0085017634555697,-0.005921494215726901,0.0013146847486495972,-0.05555122066289189
45,0.0280843582004308,-0.0079942140728235,0.0224291160702705,0.0446007624268531,-0.0221851412206888,0.0603634677827358,0.016516404226422296,-0.014190927147865299,0.0379343517124653
46,0.0124046970158815,-0.0118086915463209,0.0091825472190976,0.0100849447771906,-0.0053037400357425,0.0023975090589374,-0.0023197522386909,0.0065049515105784,-0.0067850381601602
47,0.0371288992464542,-0.0104676270857453,0.0495114549994468,0.0090720793232321,-0.0038755964487791,0.0006304390844888,-0.0280568199232221,0.0065920306369662,-0.048881015914958
48,0.0028138572815805,0.0045074969530105,0.0007061281939968,0.0041505480185151,0.013505601324141,-0.0015358632663264,0.0013366907369345995,0.0089981043711305,-0.0022419914603231997
49,-0.0006355798686854,0.0201339703053236,-0.002885065972805,0.0002176103298552,0.0154466517269611,-0.0035887262783944,0.0008531901985406001,-0.004687318578362501,-0.0007036603055893998
50,-5.109806443215348e-05,0.0011135004460811,-0.0014057020889595,0.0018760719103738,-0.0022733199875801,0.0010695605305954,0.0019271699748059535,-0.0033868204336612,0.0024752626195549
51,0.0023920340463519,0.0068058264441788,-0.0013179295929148,0.0021445436868816,0.012975757010281,-0.0007139440858736,-0.00024749035947030026,0.0061699305661021995,0.0006039855070412
52,-0.0164976436644792,0.0330917164683342,-0.0046310722827911,-0.0021540171001106,0.0035546554718166,-0.0103813149034976,0.0143436265643686,-0.029537060996517598,-0.0057502426207065
53,-0.0297278854995965,0.0301111601293087,-0.0347835682332515,-0.0108415242284536,0.0149972774088382,-0.0074606956914067,0.018886361271142897,-0.015113882720470501,0.027322872541844803
54,-0.0073463739827275,0.0023913197219371,-0.0116471545770764,-0.0044697253033518,-0.0018992258701473,-0.0019455687142908,0.0028766486793756997,-0.0042905455920844,0.0097015858627856
55,-0.0026448115240782,-0.0069046448916196,-0.002133839065209,-0.0095388274639844,-0.0210041403770446,0.0014162991428747,-0.0068940159399062,-0.014099495485425002,0.0035501382080837
56,-0.003361094975844,-0.0007674377411603,-0.0008380061481148,-0.00262191449292,0.000537994550541,-0.0037399863358587,0.0007391804829240001,0.0013054322917012999,-0.0029019801877439
57,0.0038943437393754,-0.0001233393268194,0.0072194482199847,0.0009824885055422,-0.0003906784404534,0.0009741061949171,-0.0029118552338332,-0.000267339113634,-0.0062453420250676
58,0.0114222643896937,-0.0242196675390005,0.032974574714899,0.024881575256586,-0.017194116488099,0.0947741866111755,0.013459310866892298,0.0070255510509015,0.061799611896276495
59,0.024583438411355,-0.0067734401673078,0.0031414537224918,0.0755139514803886,-0.0037652889732271,0.0022355045657604,0.050930513069033595,0.0030081511940807,-0.0009059491567314001
60,0.0295155402272939,-0.0142933949828147,0.0609847195446491,0.0571930222213268,-0.0071145594120025,0.1692027747631073,0.0276774819940329,0.0071788355708122,0.1082180552184582
61,0.0159515608102083,-0.0169854201376438,0.0301923509687185,0.0443194694817066,-0.0125312414020299,0.0872215628623962,0.0283679086714983,0.004454178735613901,0.0570292118936777
62,0.0489516109228134,0.0033325427211821,0.0363727957010269,0.0136510943993926,0.0018352314364165,0.0417286939918994,-0.035300516523420804,-0.0014973112847656,0.0053558982908724975
63,0.0177948735654354,-0.0024851283524185,-0.0007625923608429,0.0129579566419124,-0.0082790553569793,0.0067828511819243,-0.0048369169235229995,-0.0057939270045608005,0.0075454435427672
64,0.0602673813700675,0.0088048866018652,0.0199507530778646,0.0965561345219612,0.0135407503694295,0.0531006567180156,0.0362887531518937,0.0047358637675643,0.033149903640151
